Query ID,Query Name,Ground Truths,Pred 1,Pred 2,Pred 3,Pred 4,Pred 5
470,ankle brachial index,blood pressure determination,physical examination,"diagnostic techniques , cardiovascular","diagnostic techniques , neurological",diagnostic techniques and procedures,musculoskeletal physiological phenomena
4217,home health nursing,community health nursing; home care services,nursing care,nursing,home care services,nursing services,patient care
2698,elder abuse,domestic violence,domestic violence,violence,crime,social problems,"financing , organized"
6857,population forecast,forecasting,health surveys,surveys and questionnaires,health status indicators,public health practice,population characteristics
6763,plant stems,"plant components , aerial",plant structures,"plant components , aerial",plants,plant physiological phenomena,root
570,arginine,"amino acids , basic; amino acids , essential","amino acids , neutral","amino acids , essential",amino acids,"amino acids , cyclic","amino acids , basic"
402,"anesthesia , inhalation","anesthesia , general",anesthesia,anesthesia and analgesia,"anesthesia , conduction",drug administration routes,respiration disorders
4999,lightning,climatic processes; weather,electricity,electromagnetic phenomena,electromagnetic radiation,magnetic phenomena,radiation
4815,l cells,fibroblasts; cell line,myeloid cells,cells,connective tissue cells,"cells , cultured",stem cells
3037,excitatory amino acid transporter 4,glutamate plasma membrane transport proteins,glutamate plasma membrane transport proteins,carrier proteins,cation transport proteins,peptides,"amino acids , peptides , and proteins"
5033,liquid crystals,manufactured materials,biomedical and dental materials,inorganic chemicals,metals,laboratory chemicals,specialty uses of chemicals
1922,continuous renal replacement therapy,renal replacement therapy,renal replacement therapy,kidney diseases,reproductive and urinary physiological phenomena,"diagnostic techniques , cardiovascular",transplantation
4017,"hearing loss , sudden",hearing loss,hearing loss,hearing disorders,ear diseases,sensation disorders,cerebrovascular disorders
907,blood donors,tissue donors,tissue donors,persons,hematologic diseases,occupational groups,health personnel
5959,night vision,"vision , ocular",vision tests,optical phenomena,ocular physiological phenomena,visual perception,light
1229,case management,patient care planning,patient care management,comprehensive health care,delivery of health care,health services administration,organization and administration
4602,insurance claim reporting,insurance,insurance,"financing , organized","insurance , health","financing , government",public assistance
2358,"diet , diabetic",diet therapy; diet,diet,"diet , food , and nutrition",diet therapy,nutritional physiological phenomena,child nutritional physiological phenomena
4612,integrin beta chains,integrins,integrins,membrane glycoproteins,protein precursors,blood coagulation factors,"receptors , cell surface"
5430,mesenteric cyst,cysts; peritoneal neoplasms,cysts,neoplasms by site,intestinal diseases,digestive system neoplasms,digestive system diseases
6411,parenting,family relations,family relations,family,pregnancy,comprehensive health care,delivery of health care
2183,"delivery of health care , integrated",delivery of health care,delivery of health care,comprehensive health care,patient care management,health planning,"insurance , health"
6364,pan american health organization,world health organization,united states public health service,health services administration,united states government agencies,federal government,health planning
3923,head kidney,animal structures,kidney diseases,reproductive and urinary physiological phenomena,head,cardiovascular system,metals
1892,"consensus development conferences , nih as topic",consensus development conferences as topic,review literature as topic,publications,publication components,information science,communications media
7447,"receptors , wnt","receptors , cell surface","receptors , cell surface","receptors , growth factor","receptors , cytoplasmic and nuclear","receptors , cytokine","receptors , peptide"
3662,"genetics , population",genetics,genetics,human genetics,microbiology,biology,biological science disciplines
4255,hospital shared services,hospital administration,hospital administration,health facility administration,hospital units,hospital departments,health facilities
3426,fracture healing,wound healing,regeneration,arthroplasty,prosthesis implantation,bone diseases,orthopedic procedures
7574,research personnel,occupational groups,occupational groups,administrative personnel,health personnel,nurses,persons
8526,support vector machine,supervised machine learning,computing methodologies,computer systems,software,artificial intelligence,algorithms
6049,nucleotide sequence,molecular sequence,base sequence,molecular sequence,"repetitive sequences , nucleic acid",molecular sequence data,"regulatory sequences , nucleic acid"
2948,erythrocyte volume,blood volume,blood volume,blood physiological phenomena,blood cells,blood,hematologic tests
6502,pelvic floor,abdominal muscles; pelvis,muscles,musculoskeletal system,skeleton,"muscle , skeletal",tissues
1959,core binding factor alpha 2 subunit,core binding factor alpha subunits,core binding factor alpha subunits,core binding factors,tissues,body constitution,body weights and measures
2031,"creatine kinase , bb form",creatine kinase,map kinase kinase kinases,carrier proteins,membrane proteins,intracellular signaling peptides and proteins,informatics
2972,essential tremor,movement disorders,neurologic manifestations,neuromuscular diseases,brain diseases,nervous system diseases,"arrhythmias , cardiac"
6244,orbital implants,root,artificial organs,surgical equipment,prosthesis implantation,skull,eye
3515,gastric artery,arteries,arteries,blood vessels,veins,cardiovascular system,vascular diseases
3869,guanine,root,organic chemicals,carbohydrates,dna,blood coagulation factors,inorganic chemicals
7090,protein disulfide reductase ( glutathione ),root,carrier proteins,"amino acids , peptides , and proteins",peptides,peptide hormones,amino acids
6300,osmotic pressure,permeability; pressure,pressure,mechanical phenomena,chemical phenomena,atmosphere,weather
9352,weed control,agriculture; pest control,pest control,plant physiological phenomena,public health practice,technology,chemical actions and uses
358,amino sugars,carbohydrates,"amino acids , cyclic",amino acids,"amino acids , essential","amino acids , neutral",carboxylic acids
800,beta particles,"radiation , ionizing",elementary particles,"radiation , ionizing",radiation,electromagnetic radiation,electromagnetic phenomena
3969,health physics,physics; environmental health,physics,natural science disciplines,biological science disciplines,science,chemistry
5844,"neoplasm , residual",neoplastic processes,neoplasms,neoplasm metastasis,neoplastic processes,neoplasms by histologic type,endocrine gland neoplasms
1539,"chromatography , agarose","chromatography , gel","chromatography , liquid",chromatography,"chemistry techniques , analytical",molecular probe techniques,chemical phenomena
8557,suspensions,root,biological products,biomedical and dental materials,complex mixtures,pharmaceutical preparations,specialty uses of chemicals
441,animal feed,"crops , agricultural",meat,food,food and beverages,nutritional physiological phenomena,"diet , food , and nutrition"
7248,quartz,silicon dioxide,minerals,calcium compounds,inorganic chemicals,metals,"metals , heavy"
5668,"motor neurons , gamma",motor neurons,"neurons , afferent",neurons,sensory receptor cells,retinal neurons,nervous system
6463,patient harm,safety,medical errors,"quality assurance , health care",pregnancy complications,environmental exposure,quality of health care
5987,noninvasive prenatal testing,liquid biopsy; prenatal diagnosis; genetic testing,clinical laboratory techniques,diagnosis,epidemiologic methods,hematologic tests,genetic techniques
4517,informal sector,private sector,social sciences,industry,manufacturing industry,sociology,organizations
293,alien hand syndrome,root,central nervous system diseases,brain diseases,cerebrovascular disorders,nervous system diseases,orthopedic procedures
8078,"silent information regulator proteins , saccharomyces cerevisiae",saccharomyces cerevisiae proteins; nuclear proteins,cytokines,glycoproteins,biological factors,blood coagulation factors,blood coagulation factor inhibitors
3180,fatty acid transport proteins,membrane transport proteins,solute carrier proteins,carrier proteins,membrane transport proteins,cation transport proteins,ion pumps
1951,copper sulfate,root,metals,"metals , light",inorganic chemicals,elements,oxygen compounds
5875,neoplastic stem cells,stem cells,stem cells,cells,neoplasms,root,neurons
8084,silk,root,manufactured materials,connective tissue,biomedical and dental materials,bone and bones,tissues
6506,pelvic neoplasms,neoplasms by site,neoplasms by site,neoplasms,neoplasms by histologic type,endocrine gland neoplasms,"neoplasms , connective and soft tissue"
1177,cardiac care facilities,"hospitals , special",ambulatory care facilities,hospital units,health facilities,hospitals,heart diseases
7083,protein c,blood proteins; blood coagulation factor inhibitors; enzyme precursors; glycoproteins,enzyme precursors,blood coagulation factors,protein precursors,glycoproteins,blood proteins
2063,cues,learning,perception,mental processes,thinking,visual perception,learning
8269,solar activity,root,weather,climatic processes,atmosphere,meteorological concepts,"environment , controlled"
5069,local lymph node assay,skin tests,therapeutics,diagnostic uses of chemicals,skin diseases,specialty uses of chemicals,skin and connective tissue diseases
2425,disease outbreaks,public health,disease attributes,virus diseases,virus physiological phenomena,infections,cardiovascular diseases
3801,golgi matrix proteins,proteins,nerve tissue proteins,glycoproteins,vesicular transport proteins,proteins,membrane proteins
3638,genetic fitness,genetic phenomena,genetic phenomena,genetic variation,biological phenomena,physiological phenomena,organism forms
8994,type vii secretion systems,bacterial secretion systems,bacterial secretion systems,protein translocation systems,cell membrane,organelles,complex mixtures
7773,robotic surgical procedures,robotics,minimally invasive surgical procedures,"surgical procedures , operative","diagnostic techniques , surgical",surgical equipment,orthopedic procedures
6072,nursing assistants,root,nursing staff,health personnel,"personnel , hospital",nurses,occupational groups
9114,"vaccines , inactivated",vaccines,vaccines,viral vaccines,bacterial vaccines,antibodies,antigens
8486,subcutaneous absorption,"absorption , physiological",absorption,"absorption , physiological",digestive system and oral physiological phenomena,skin and connective tissue diseases,tooth diseases
3111,facial paralysis,paralysis; mouth diseases,mouth diseases,cranial nerve diseases,respiration disorders,respiratory tract diseases,nervous system diseases
8643,"templates , genetic",genetic structures,"rna , messenger",gene expression,gene components,genetic structures,rna
8144,sleep arousal disorders,root,"sleep disorders , intrinsic",mental disorders,neurologic manifestations,"genital diseases , female",pregnancy complications
7886,science in the arts,art,art,language arts,communications media,health occupations,language
6464,patient health questionnaire,psychological tests; surveys and questionnaires,severity of illness index,patient acuity,health status indicators,health surveys,surveys and questionnaires
721,back,root,animal structures,embryonic structures,head,extremities,body regions
7718,"rna , mitochondrial",rna,rna,nucleic acids,natural science disciplines,chemistry,transcription factors
9002,ultrasonic therapy,root,therapeutics,rehabilitation,physical therapy modalities,"surgical procedures , operative",anesthesia and analgesia
976,bone conduction,hearing,"diagnostic techniques , neurological",musculoskeletal and neural physiological phenomena,magnetic phenomena,musculoskeletal physiological phenomena,sensation
8329,"spectrometry , gamma",spectrum analysis,spectrum analysis,radiation,electromagnetic radiation,electromagnetic phenomena,magnetic phenomena
7775,roc curve,sensitivity and specificity,"outcome assessment , health care","outcome and process assessment , health care",prognosis,diagnosis,probability
7765,rna splice sites,"rna , messenger; gene components","rna , messenger","regulatory elements , transcriptional","regulatory sequences , nucleic acid",gene components,rna
4499,infectious disease medicine,internal medicine,internal medicine,medicine,physical and rehabilitation medicine,psychiatry,public health
6687,"physical therapy department , hospital",hospital departments,hospital departments,hospital administration,health services,health facility administration,community health services
3559,gene order,genetic phenomena,genetic structures,molecular sequence,molecular sequence data,gene expression,gene components
6110,object attachment,root,emotional intelligence,emotions,behavior and behavior mechanisms,intelligence,attitude
8253,sodium glutamate,root,amino acids,"amino acids , peptides , and proteins",proteins,mental processes,glycoproteins
210,advertisement,publication components,publication components,communications media,publication formats,publications,manufactured materials
1762,colonoscopy,root,"diagnostic techniques , surgical",minimally invasive surgical procedures,diagnostic techniques and procedures,physical examination,intestinal diseases
3156,family planning policy,public policy,social control policies,public policy,regional health planning,"social control , formal",policy
5685,multicenter studies as topic,epidemiologic study characteristics,clinical studies as topic,epidemiologic study characteristics,epidemiologic studies,clinical trials as topic,evaluation studies as topic
9180,vertebral artery dissection,cerebrovascular trauma,vascular surgical procedures,spinal cord diseases,vascular diseases,cardiovascular surgical procedures,blood vessels
1498,chile,south america,south america,ecological and environmental phenomena,geographic locations,north america,united states
3449,freshwater biology,root,biology,biological science disciplines,microbiology,genetics,science
1248,catalase,root,anions,oxides,oxygen compounds,cytokines,blood coagulation factor inhibitors
3324,fluorescein angiography,angiography,diagnostic imaging,ultrasonography,angiography,tomography,microscopy
0,3 ' flanking region,gene components,"regulatory sequences , nucleic acid",base sequence,gene components,molecular structure,body regions
7289,"radiography , interventional",radiography; minimally invasive surgical procedures,endovascular procedures,minimally invasive surgical procedures,"diagnostic techniques , surgical",radiography,diagnostic techniques and procedures
3772,glycine plasma membrane transport proteins,"amino acid transport systems , neutral",organic cation transport proteins,carrier proteins,solute carrier proteins,cation transport proteins,membrane transport proteins
2867,environmental medicine,public health; preventive medicine,public health,medicine,health occupations,environment and public health,physical and rehabilitation medicine
2107,cytokine release syndrome,systemic inflammatory response syndrome,virus diseases,pathologic processes,pain,neurologic manifestations,brain diseases
4287,host factor 1 protein,integration host factors,bacterial proteins,viral structural proteins,membrane proteins,viral proteins,vesicular transport proteins
7015,problems and exercises,publication formats,education,physical therapy modalities,rehabilitation,activity,"psychology , educational"
8990,type iii secretion systems,bacterial secretion systems,bacterial secretion systems,protein translocation systems,cell membrane,protein precursors,immune system
5421,mercury compounds,inorganic chemicals,isotopes,transition elements,"metals , heavy",elements,gases
172,"adolescent , hospitalized",patients,persons,age groups,health personnel,drug therapy,occupational groups
8338,speech perception,auditory perception,auditory perception,perception,language,visual perception,communication
6248,organ culture techniques,culture techniques,culture techniques,cell culture techniques,in vitro techniques,liver diseases,reproductive techniques
7910,secretory vesicles,transport vesicles,transport vesicles,cytoplasmic vesicles,extracellular space,organelles,body fluid compartments
1840,compressed air,air; equipment and supplies,atmosphere,respiratory function tests,"diagnostic techniques , respiratory system",respiratory physiological phenomena,gases
9327,water microbiology,environmental microbiology,environmental microbiology,microbiology,biology,biological science disciplines,genetics
5399,"menopause , premature",ovarian diseases; menopause,pregnancy complications,uterine diseases,reproductive physiological phenomena,reproduction,pregnancy
3170,fat body,animal structures,body constitution,body weights and measures,body regions,lipids,skin and connective tissue diseases
2095,cyst fluid,root,cysts,uterine diseases,"pathological conditions , signs and symptoms","pathological conditions , anatomical",bone diseases
1434,chemical industry,manufacturing industry,extraction and processing industry,manufacturing industry,industry,"technology , industry , and agriculture","technology , pharmaceutical"
4979,licensed practical nurses,root,nurses,nurse practitioners,nurse specialists,health personnel,occupational groups
6281,organizational policy,social control policies,policy,social control policies,public policy,"social control , formal",health care economics and organizations
7592,respiratory burst,cell respiration,oxygen compounds,respiration disorders,oxides,anions,ions
8382,spirit possession,religion and medicine,philosophy,ethics,culture,human rights,psychological phenomena
8420,starvation,malnutrition,diet,nutritional physiological phenomena,feeding behavior,child nutritional physiological phenomena,"diet , food , and nutrition"
150,adenovirus early proteins,"oncogene proteins , viral; antigens , viral",viral proteins,viral structural proteins,membrane proteins,viruses,membrane transport proteins
2480,dna polymerase ii,root,enzymes,rna,molecular probes,biochemical phenomena,dna
2572,drug stability,"technology , pharmaceutical","technology , pharmaceutical",drug resistance,pharmacological phenomena,chemical phenomena,patient care management
6175,oncogene fusion,gene fusion,"recombination , genetic",genetic variation,genetic phenomena,mutation,immunity
5425,mesenchymal stem cell transplantation,stem cell transplantation,stem cell transplantation,cell transplantation,transplantation,tissue transplantation,organ transplantation
629,asymmetric cell division,cell division; cell differentiation,cell division,cell nucleus division,cell cycle,cell proliferation,cell physiological phenomena
7764,rna recognition motif proteins,root,protein interaction domains and motifs,protein domains,nucleic acids,protein structural elements,protein conformation
5231,map kinase kinase kinase 1,map kinase kinase kinases,map kinase kinase kinases,intracellular signaling peptides and proteins,computing methodologies,genetic techniques,carrier proteins
239,age of onset,age factors,epidemiologic factors,disease attributes,growth and development,growth,body constitution
4173,"hip dislocation , congenital",musculoskeletal abnormalities,bone diseases,musculoskeletal diseases,joint diseases,endocrine system diseases,cranial nerve diseases
7334,reactive attachment disorder,root,behavioral symptoms,mental disorders,personality development,personality,"psychology , social"
3991,health smart cards,"medical records systems , computerized; patient identification systems",biomedical and dental materials,equipment and supplies,information systems,"models , biological","diagnostic techniques , cardiovascular"
2262,dental records,records,records,medical records,dentistry,data collection,molecular sequence data
1377,central venous pressure,venous pressure,cardiovascular physiological phenomena,vascular surgical procedures,vascular diseases,anesthesia and analgesia,cardiovascular surgical procedures
3142,"failure to rescue , health care","treatment failure; outcome assessment , health care",comprehensive health care,disease attributes,postoperative complications,"insurance , health",patient care
7939,semen,bodily secretions,fluids and secretions,body fluids,bodily secretions,body fluid compartments,blood
7293,"radiology , interventional",radiology,minimally invasive surgical procedures,"surgical procedures , operative",radiography,diagnostic techniques and procedures,"pathological conditions , signs and symptoms"
690,australian capital territory,australia,australia,geographic locations,united states,north america,health planning
510,antigenic modulation,root,antigens,"antigens , surface",immune system phenomena,biological factors,"quality assurance , health care"
7087,protein deficiency,deficiency diseases,nutritional and metabolic diseases,metabolic diseases,blood coagulation disorders,nutrition disorders,glucose metabolism disorders
2556,drug monitoring,"monitoring , physiologic","monitoring , physiologic",environmental monitoring,public health practice,clinical laboratory techniques,epidemiologic methods
169,"administrative claims , healthcare",medical records,medical records,records,data collection,information management,"insurance , health"
5107,lupus vulgaris,"tuberculosis , cutaneous",mycobacterium infections,tuberculosis,bacterial infections,"genital diseases , male",respiratory tract infections
3138,"faculty , medical",faculty; health personnel,faculty,educational personnel,health personnel,occupational groups,health occupations
2612,early detection of cancer,early diagnosis,diagnostic techniques and procedures,diagnosis,physical examination,clinical laboratory techniques,neoplasms
3817,graft vs leukemia effect,graft vs tumor effect,immune system diseases,transplantation,hematologic diseases,"pathological conditions , signs and symptoms",diagnostic techniques and procedures
3962,health insurance exchanges,patient protection and affordable care act,"insurance , health",insurance,"financing , organized",public assistance,"financing , government"
3143,faith healing,spiritual therapies,religion,spiritual therapies,philosophy,complementary therapies,ethics
5705,multivariate analysis,analysis of variance,statistics as topic,mathematics,mathematical concepts,algorithms,probability
8008,sex chromatin,sex chromosomes,chromosomes,dna,cytoplasm,cell membrane,intracellular space
1169,"carcinoma , papillary , follicular","adenocarcinoma , follicular; adenocarcinoma , papillary",adenocarcinoma,carcinoma,endocrine gland neoplasms,neoplasms by histologic type,endocrine system diseases
4733,iron regulatory protein 2,root,tissues,connective tissue,skeleton,musculoskeletal system,intercellular signaling peptides and proteins
51,accessory nerve injuries,accessory nerve diseases; cranial nerve injuries,cranial nerve injuries,"trauma , nervous system",cranial nerve diseases,peripheral nervous system diseases,wounds and injuries
3674,"genome , mitochondrial",genome,genome,genome components,"genome , microbial",genes,chromosomes
2615,early growth response protein 2,early growth response transcription factors,transcription factors,intercellular signaling peptides and proteins,intracellular signaling peptides and proteins,mutation,neuromuscular diseases
9159,ventilation,"environment , controlled","environment , controlled",environment and public health,weather,environment,meteorological concepts
6739,plant,root,plants,plant structures,"crops , agricultural","plant components , aerial",plant physiological phenomena
2826,endometriosis,"genital diseases , female",uterine diseases,"genital diseases , female","genital neoplasms , female","genital diseases , male",breast diseases
9196,veterans health,health,health,epidemiologic factors,population characteristics,disease attributes,immunity
1227,"cartilage , articular",joints,musculoskeletal system,skeleton,connective tissue,muscles,joints
4884,lateral thalamic nuclei,thalamic nuclei,thalamus,thalamic nuclei,cerebral cortex,central nervous system,"neurons , afferent"
8227,"social work , psychiatric",mental health services; social work,behavioral disciplines and activities,group processes,"psychology , social",clinical study,psychotherapy
3739,global warming,climate change,climate change,climatic processes,weather,meteorological concepts,ecological and environmental phenomena
4153,hereditary breast and ovarian cancer syndrome,"breast neoplasms; ovarian neoplasms; neoplastic syndromes , hereditary",breast diseases,"genital neoplasms , female",pregnancy complications,"genital diseases , female","genital diseases , male"
1662,"clinical trial , phase ii",clinical trial,clinical trial,clinical study,study characteristics,publication formats,epidemiologic study characteristics
3498,gambling,root,behavior,social behavior,probability,activity,social problems
5807,natural cytotoxicity triggering receptor 1,"receptors , natural cytotoxicity triggering","receptors , natural cytotoxicity triggering","receptors , natural killer cell","receptors , cytokine","receptors , cytoplasmic and nuclear","receptors , cell surface"
4171,hip,lower extremity,lower extremity,body regions,extremities,skeleton,sense organs
404,"anesthesia , local","anesthesia , conduction","anesthesia , conduction",anesthesia,anesthesia and analgesia,drug administration routes,nervous system diseases
5387,"memory , episodic",memory,memory,perception,mental processes,information management,entity
8973,"tumor necrosis factor receptor superfamily , member 7","receptors , tumor necrosis factor","receptors , tumor necrosis factor","receptors , cytokine","receptors , cell surface","receptors , cytoplasmic and nuclear",membrane glycoproteins
5596,"models , genetic","models , biological","models , molecular","models , theoretical","models , biological","models , statistical",artificial intelligence
4730,iron isotopes,isotopes; iron,transition elements,"metals , heavy",isotopes,elements,metals
6870,portal vein,portal system,portal system,veins,blood vessels,cardiovascular system,arteries
6868,portal pressure,venous pressure,cardiovascular physiological phenomena,vascular surgical procedures,vascular diseases,circulatory and respiratory physiological phenomena,cardiovascular surgical procedures
4695,intrauterine devices,"contraceptive devices , female",contraceptive devices,equipment and supplies,surgical equipment,"genital diseases , female",reproductive physiological phenomena
3523,gastric lavage,therapeutic irrigation,respiratory function tests,anesthesia and analgesia,"diagnostic techniques , respiratory system",circulatory and respiratory physiological phenomena,respiratory physiological phenomena
3445,freeze substitution,freeze drying,therapeutics,chemical phenomena,physical and rehabilitation medicine,insurance,"financing , organized"
468,anisotropy,chemical phenomena; optical phenomena,optical phenomena,spectrum analysis,physical phenomena,electromagnetic phenomena,magnetic phenomena
7557,reproductive health,health,health,epidemiologic factors,population characteristics,public health,pregnancy
8711,thumb,fingers,mouth,face,extremities,sense organs,head
1577,"chromosomes , human , pair 10",root,"chromosomes , human , 1-3","chromosomes , human","chromosomes , mammalian",chromosomes,computing methodologies
9350,web browser,information storage and retrieval; software,computing methodologies,computer systems,software,artificial intelligence,information systems
8726,thyroid function tests,"diagnostic techniques , endocrine","diagnostic techniques , endocrine",clinical chemistry tests,diagnostic techniques and procedures,clinical laboratory techniques,endocrine system diseases
2696,elbow joint,joints,hand joints,joints,skeleton,musculoskeletal system,joint diseases
910,blood glucose,glucose,glucose metabolism disorders,hematologic diseases,communications media,blood physiological phenomena,nutritional and metabolic diseases
4296,household products,"technology , industry , and agriculture",food,food and beverages,plant preparations,biological products,complex mixtures
2386,digestive system abnormalities,digestive system diseases; congenital abnormalities,digestive system diseases,digestive system neoplasms,pancreatic diseases,"infant , newborn , diseases","congenital , hereditary , and neonatal diseases and abnormalities"
2001,corticosterone,root,"hormones , hormone substitutes , and hormone antagonists",hormone antagonists,hormones,peptide hormones,physiological effects of drugs
5373,melatonin,hormones,amines,biological factors,alcohols,pharmacologic actions,chemical actions and uses
6704,phytoplankton,root,organism forms,plants,cells,biological factors,animals
7369,"receptors , ccr","receptors , chemokine","receptors , cytokine","receptors , growth factor","receptors , cell surface","receptors , cytoplasmic and nuclear","receptors , peptide"
8723,thyroid crisis,root,endocrine system diseases,cardiovascular diseases,pathologic processes,disease attributes,pregnancy complications
1209,caregivers,persons; health personnel,health personnel,occupational groups,"personnel , hospital",nurses,persons
4810,knowledge discovery,research,research,information science,science,informatics,information management
1313,cell line authentication,cell culture techniques,epidemiologic study characteristics,carcinoma,clinical laboratory techniques,cell physiological phenomena,diagnosis
2362,"diet , reducing",diet; diet therapy,diet,"diet , food , and nutrition",nutritional physiological phenomena,health behavior,preventive health services
2032,"creatine kinase , mb form",creatine kinase,map kinase kinase kinases,membrane proteins,carrier proteins,intracellular signaling peptides and proteins,membrane transport proteins
6425,"partnership practice , dental",partnership practice,professional practice,dentistry,tooth diseases,epidemiologic study characteristics,"psychology , social"
4232,"hormones , ectopic","hormones; biomarkers , tumor",hormones,"hormones , hormone substitutes , and hormone antagonists",peptide hormones,pituitary hormones,hormone antagonists
4065,helping behavior,social behavior,social behavior,behavior,"psychology , social",social problems,human activities
242,agent orange,root,plant preparations,plants,oils,biological factors,chemical actions and uses
4758,jet lag syndrome,"sleep disorders , circadian rhythm",epilepsy,mental disorders,neurologic manifestations,respiration disorders,brain diseases
7152,"psychology , child",psychology,psychology,"psychology , applied","psychology , educational","psychology , industrial","psychology , social"
2470,"dna degradation , necrotic",necrosis; dna damage,necrosis,dna,pathologic processes,skin and connective tissue diseases,cerebrovascular disorders
893,blood banks,biological specimen banks,biological specimen banks,hematologic diseases,hematologic tests,equipment and supplies,health facilities
8567,swine vesicular disease,swine diseases,swine diseases,intestinal diseases,digestive system neoplasms,digestive system diseases,gene components
8629,technical report,publication formats,study characteristics,publication formats,clinical study,research,publication components
7521,religion and sex,religion,religion,culture,ethics,transplantation,philosophy
1680,"cloning , organism",reproductive techniques; genetic techniques,reproductive techniques,organism forms,genetic techniques,clinical laboratory techniques,biological phenomena
8823,tooth mobility,periodontal diseases; dental physiological phenomena,dental physiological phenomena,tooth diseases,periodontal diseases,digestive system and oral physiological phenomena,mechanical phenomena
5960,nitrate reductase,root,sulfur compounds,nitrogen compounds,oxygen compounds,oxides,ions
2427,disease reservoirs,public health,disease attributes,public health,environmental exposure,health,environment and public health
6193,open fracture reduction,fracture fixation,"fractures , bone",orthopedic procedures,prosthesis implantation,minimally invasive surgical procedures,bone diseases
4859,laparotomy,"surgical procedures , operative",wounds and injuries,minimally invasive surgical procedures,"pathological conditions , anatomical",orthopedic procedures,body regions
8949,"tuberculosis , endocrine",endocrine system diseases; tuberculosis,tuberculosis,mycobacterium infections,bacterial infections,animal diseases,endocrine system diseases
2512,doping in sports,social problems,sports,violence,crime,preventive health services,movement
508,antifungal agents,root,pharmacologic actions,chemical actions and uses,molecular mechanisms of pharmacological action,therapeutic uses,physiological effects of drugs
8641,telomere shortening,cellular senescence; dna replication,mutagenesis,mutation,growth and development,pathologic processes,growth
8916,travel medicine,medicine,public health,medicine,health occupations,physical and rehabilitation medicine,public health practice
1375,central tolerance,self tolerance,immune tolerance,immune system phenomena,immunity,immune system,microbiological phenomena
7254,rabbits,root,animals,vertebrates,animal population groups,"animals , laboratory","animals , inbred strains"
4766,joint instability,joint diseases,joint diseases,arthritis,musculoskeletal diseases,neuromuscular diseases,orthopedic procedures
5008,limited english proficiency,communication barriers,language disorders,communication disorders,language arts,language,communication
7597,"respiratory distress syndrome , newborn","infant , premature , diseases; respiration disorders; lung diseases",respiration disorders,"signs and symptoms , respiratory",respiratory tract diseases,"congenital , hereditary , and neonatal diseases and abnormalities","diagnostic techniques , respiratory system"
4250,hospital mortality,mortality,mortality,vital statistics,health status indicators,health surveys,surveys and questionnaires
216,affective symptoms,behavioral symptoms,behavioral symptoms,emotions,mental disorders,signs and symptoms,behavior and behavior mechanisms
1140,carbohydrate sequence,molecular sequence; molecular sequence data; molecular structure,molecular sequence,amino acid sequence,molecular structure,base sequence,molecular sequence data
8548,surgical wound infection,wound infection; postoperative complications,infections,central nervous system infections,virus diseases,wounds and injuries,bacterial infections
5842,neonatal screening,mass screening; clinical laboratory techniques,mass screening,diagnostic techniques and procedures,diagnostic services,diagnosis,"diagnostic techniques , neurological"
2587,dry socket,mouth diseases,tooth diseases,periodontal diseases,dental physiological phenomena,bone diseases,mouth diseases
3003,ethnic violence,violence,violence,domestic violence,crime,social problems,sociology
4863,laryngeal mucosa,respiratory mucosa,epithelial cells,"neurons , afferent",neurons,head,peripheral nervous system
4658,"interview , psychological",psychological techniques,psychological tests,behavioral disciplines and activities,diagnostic techniques and procedures,diagnosis,"psychology , educational"
5337,"medical staff , hospital","medical staff; personnel , hospital",physician assistants,"personnel , hospital",health personnel,occupational groups,nurses
5195,mandatory reporting,disclosure; mandatory programs,financial management,records,crime,conceptual entity,"financing , organized"
6183,online social networking,social networking,social networking,communication,information science,informatics,medical informatics
4668,intestinal perforation,intestinal diseases,intestinal diseases,colonic diseases,digestive system diseases,fistula,wounds and injuries
2177,delayed emergence from anesthesia,postoperative complications,anesthesia,anesthesia and analgesia,signs and symptoms,neurologic manifestations,respiration disorders
2282,dentin solubility,dental physiological phenomena,dental physiological phenomena,tooth diseases,periodontal diseases,tooth components,digestive system and oral physiological phenomena
5517,microtubules,cytoskeleton,cytoskeleton,cytoplasmic structures,organelles,cytoplasm,plant structures
1054,breast carcinoma in situ,carcinoma in situ; breast neoplasms,breast neoplasms,carcinoma,adenocarcinoma,breast diseases,"genital diseases , female"
4489,infant welfare,social welfare,infant care,child care,child welfare,social welfare,community health services
4793,kidney transplantation,organ transplantation; renal replacement therapy,organ transplantation,transplantation,tissue transplantation,kidney diseases,lung diseases
7703,rituximab,root,molecular mechanisms of pharmacological action,therapeutic uses,pharmacologic actions,physiological effects of drugs,blood coagulation factor inhibitors
8068,sign or symptom,finding,phenomenon or process,signs and symptoms,natural phenomenon or process,"pathological conditions , signs and symptoms",biologic function
2448,"dna , antisense",dna; antisense elements ( genetics ),dna,nucleic acid probes,molecular probes,nucleic acids,rna
335,american revolution,armed conflicts,armed conflicts,legislation as topic,asia,social sciences,"social control , formal"
1763,colony collapse,biological phenomena,microbiological phenomena,virus physiological phenomena,physiological phenomena,disease attributes,environmental exposure
8788,tobacco use disorder,root,drug therapy,crime,mental disorders,behavior,pharmacological phenomena
4802,kinetics,mechanical phenomena; biochemical phenomena,biophysical phenomena,physical phenomena,magnetic phenomena,mechanical phenomena,chemical phenomena
